angle, string length, release angle
-5.2716384,1350.6533,NaN
-5.2779217,1350.7633,NaN
-5.284205,1350.8728,NaN
-5.2904882,1350.9849,NaN
-5.2967715,1351.097,NaN
-5.303055,1351.2085,NaN
-5.309338,1351.324,NaN
-5.3156214,1351.439,NaN
-5.3219047,1351.5554,NaN
-5.328188,1351.6729,NaN
-5.334471,1351.7917,NaN
-5.3407545,1351.9127,NaN
-5.347038,1352.0332,NaN
-5.353321,1352.155,NaN
-5.3596044,1352.2798,NaN
-5.3658876,1352.4042,NaN
-5.372171,1352.5295,NaN
-5.378454,1352.6558,NaN
-5.3847375,1352.7837,NaN
-5.391021,1352.9131,NaN
-5.397304,1353.0433,NaN
-5.4035873,1353.174,NaN
-5.4098706,1353.3069,NaN
-5.416154,1353.4319,NaN
-5.422437,1353.5664,NaN
-5.4287205,1353.7025,NaN
-5.4350038,1353.8486,NaN
-5.441287,1353.9867,NaN
-5.4475703,1354.126,NaN
-5.4538536,1354.2673,NaN
-5.460137,1354.4087,NaN
-5.46642,1354.5515,NaN
-5.4727035,1354.6956,NaN
-5.4789867,1354.8406,NaN
-5.48527,1354.9873,NaN
-5.4915533,1355.1344,NaN
-5.4978366,1355.2839,NaN
-5.50412,1355.4341,NaN
-5.510403,1355.5846,NaN
-5.5166864,1355.7365,NaN
-5.5229697,1355.8909,NaN
-5.529253,1356.0446,NaN
-5.5355363,1356.2,NaN
-5.5418196,1356.3563,NaN
-5.548103,1356.5165,NaN
-5.554386,1356.675,NaN
-5.5606694,1356.8351,NaN
-5.5669527,1356.9966,NaN
-5.573236,1357.1621,NaN
-5.5795193,1357.3237,NaN
-5.5858026,1357.4888,NaN
-5.592086,1357.6555,NaN
-5.598369,1357.8262,NaN
-5.6046524,1357.9944,NaN
-5.6109357,1358.1631,NaN
-5.617219,1358.3372,NaN
-5.6235023,1358.5078,NaN
-5.6297855,1358.6819,NaN
-5.636069,1358.8564,NaN
-5.642352,1359.0349,NaN
-5.6486354,1359.2119,NaN
-5.6549187,1359.3887,NaN
-5.661202,1359.5674,NaN
-5.667485,1359.748,NaN
-5.6737685,1359.9297,NaN
-5.680052,1360.1165,NaN
-5.686335,1360.3003,NaN
-5.6926184,1360.4857,NaN
-5.6989017,1360.6748,NaN
-5.705185,1360.8623,NaN
-5.711468,1361.0515,NaN
-5.7177515,1361.2446,NaN
-5.724035,1361.4357,NaN
-5.730318,1361.6279,NaN
-5.7366014,1361.8242,NaN
-5.7428846,1362.0208,NaN
-5.749168,1362.2172,NaN
-5.755451,1362.4132,NaN
-5.7617345,1362.6152,NaN
-5.768018,1362.8154,NaN
-5.774301,1363.0161,NaN
-5.7805843,1363.2174,NaN
-5.7868676,1363.4207,NaN
-5.793151,1363.6259,NaN
-5.799434,1363.8359,NaN
-5.8057175,1364.0436,NaN
-5.8120008,1364.2546,NaN
-5.818284,1364.4637,NaN
-5.8245673,1364.6746,NaN
-5.8308506,1364.8872,NaN
-5.837134,1365.1044,NaN
-5.843417,1365.3191,NaN
-5.8497005,1365.5387,NaN
-5.8559837,1365.7546,NaN
-5.862267,1365.9739,NaN
-5.8685503,1366.196,NaN
-5.8748336,1366.4177,NaN
-5.881117,1366.6431,NaN
-5.8874,1366.8652,NaN
-5.8936834,1367.0905,NaN
-5.8999667,1367.3154,NaN
-5.90625,1367.5471,NaN
-5.9125333,1367.7737,NaN
-5.9188166,1368.0039,NaN
-5.9251,1368.2356,NaN
-5.931383,1368.4749,NaN
-5.9376664,1368.7081,NaN
-5.9439497,1368.9424,NaN
-5.950233,1369.1763,NaN
-5.9565163,1369.4137,NaN
-5.9627995,1369.6619,NaN
-5.969083,1369.9001,NaN
-5.975366,1370.1392,NaN
-5.9816494,1370.3807,NaN
-5.9879327,1370.6245,NaN
-5.994216,1370.8792,NaN
-6.0004992,1371.123,NaN
-6.0067825,1371.3684,NaN
-6.013066,1371.617,NaN
-6.019349,1371.8704,NaN
-6.0256324,1372.1218,NaN
-6.0319157,1372.3721,NaN
-6.038199,1372.6306,NaN
-6.044482,1372.888,NaN
-6.0507655,1373.1443,NaN
-6.057049,1373.3995,NaN
-6.063332,1373.6627,NaN
-6.0696154,1373.9204,NaN
-6.0758986,1374.1874,NaN
-6.082182,1374.4463,NaN
-6.088465,1374.7163,NaN
-6.0947485,1374.9773,NaN
-6.101032,1375.2493,NaN
-6.107315,1375.5135,NaN
-6.1135983,1375.7827,NaN
-6.1198816,1376.0529,NaN
-6.126165,1376.3242,NaN
-6.132448,1376.604,NaN
-6.1387315,1376.8777,NaN
-6.145015,1377.1521,NaN
-6.151298,1377.429,NaN
-6.1575813,1377.7063,NaN
-6.1638646,1377.9857,NaN
-6.170148,1378.2727,NaN
-6.176431,1378.5525,NaN
-6.1827145,1378.8357,NaN
-6.1889977,1379.1187,NaN
-6.195281,1379.4033,NaN
-6.2015643,1379.6968,NaN
-6.2078476,1379.9833,NaN
-6.214131,1380.2722,NaN
-6.220414,1380.5691,NaN
-6.2266974,1380.8588,NaN
-6.2329807,1381.1514,NaN
-6.239264,1381.4375,NaN
-6.2455473,1381.7363,NaN
-6.2518306,1382.033,NaN
-6.258114,1382.3306,NaN
-6.264397,1382.6362,NaN
-6.2706804,1382.9415,NaN
-6.2769637,1383.2356,NaN
-6.283247,1383.5437,NaN
-6.2895303,1383.8538,NaN
