sensor1 (null),sensor2 (null),sensor3 (null),sensor4 (null),null,timestamp
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.74,degrees C,189,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
albert,17.68,degrees C,192,129
