126.31,0,0
126.66,0.79661,0
126.99,1.5975,0
127.32,2.4026,0
127.64,3.2119,0
127.96,4.0252,0
128.27,4.8426,0
128.57,5.664,0
128.86,6.4893,0
129.15,7.3184,0
129.43,8.1514,0
129.71,8.988,0
129.98,9.8284,0
130.24,10.672,0
130.49,11.52,0
130.74,12.371,0
130.98,13.225,0
131.21,14.083,0
131.44,14.944,0
131.65,15.808,0
131.87,16.675,0
132.07,17.546,0
132.27,18.419,0
132.46,19.296,0
132.64,20.175,0
132.82,21.058,0
132.98,21.942,0
133.15,22.83,0
133.3,23.72,0
133.45,24.613,0
133.58,25.509,0
133.72,26.406,0
133.84,27.307,0
133.96,28.209,0
134.06,29.114,0
134.17,30.021,0
134.26,30.93,0
134.35,31.841,0
134.42,32.753,0
134.5,33.668,0
134.56,34.585,0
134.61,35.503,0
134.66,36.423,0
134.7,37.345,0
134.74,38.268,0
134.76,39.193,0
134.78,40.119,0
134.79,41.047,0
134.79,41.975,0
134.78,42.905,0
134.77,43.836,0
134.75,44.768,0
134.72,45.702,0
134.68,46.636,0
134.64,47.571,0
134.59,48.506,0
134.52,49.443,0
134.46,50.38,0
134.38,51.317,0
134.3,52.255,0
134.2,53.194,0
134.1,54.133,0
134,55.072,0
133.88,56.011,0
133.76,56.951,0
133.63,57.89,0
133.49,58.83,0
133.34,59.77,0
133.19,60.709,0
133.02,61.648,0
132.85,62.587,0
132.67,63.526,0
132.49,64.464,0
132.29,65.402,0
132.09,66.339,0
131.88,67.276,0
131.66,68.212,0
131.44,69.147,0
131.21,70.081,0
130.96,71.015,0
130.72,71.947,0
130.46,72.879,0
130.19,73.809,0
129.92,74.738,0
129.64,75.666,0
129.35,76.593,0
129.06,77.518,0
128.75,78.442,0
128.44,79.364,0
128.12,80.285,0
127.8,81.204,0
127.46,82.122,0
127.12,83.037,0
126.77,83.951,0
126.41,84.863,0
126.05,85.773,0
125.68,86.681,0
125.3,87.587,0
124.91,88.49,0
124.51,89.391,0
124.11,90.29,0
123.7,91.187,0
123.28,92.081,0
122.86,92.973,0
122.42,93.862,0
121.98,94.749,0
121.54,95.632,0
121.08,96.514,0
120.62,97.392,0
120.15,98.267,0
119.67,99.139,0
119.19,100.01,0
118.69,100.88,0
118.2,101.74,0
117.69,102.6,0
117.18,103.45,0
116.66,104.31,0
116.13,105.16,0
115.59,106,0
115.05,106.85,0
114.5,107.69,0
113.95,108.52,0
113.38,109.36,0
112.81,110.18,0
112.24,111.01,0
111.65,111.83,0
111.06,112.65,0
110.47,113.46,0
109.86,114.27,0
109.25,115.07,0
108.63,115.87,0
108.01,116.67,0
107.38,117.46,0
106.74,118.25,0
106.1,119.03,0
105.45,119.81,0
104.79,120.59,0
104.13,121.36,0
103.46,122.12,0
102.78,122.88,0
102.1,123.64,0
101.41,124.39,0
100.72,125.14,0
100.02,125.88,0
99.309,126.62,0
98.596,127.35,0
97.876,128.08,0
97.151,128.8,0
96.42,129.51,0
95.682,130.23,0
94.939,130.93,0
94.19,131.63,0
93.436,132.33,0
92.675,133.02,0
91.909,133.71,0
91.137,134.39,0
90.359,135.06,0
89.576,135.73,0
88.787,136.39,0
87.993,137.05,0
87.194,137.7,0
86.389,138.35,0
85.578,138.99,0
84.763,139.62,0
83.942,140.25,0
83.116,140.87,0
82.285,141.49,0
81.449,142.1,0
80.607,142.71,0
79.761,143.31,0
78.91,143.9,0
78.054,144.49,0
77.193,145.07,0
76.327,145.64,0
75.457,146.21,0
74.582,146.77,0
73.702,147.33,0
72.818,147.88,0
71.929,148.42,0
71.036,148.96,0
70.138,149.49,0
69.236,150.01,0
68.33,150.53,0
67.419,151.04,0
66.505,151.55,0
65.586,152.04,0
64.663,152.54,0
63.736,153.02,0
62.805,153.5,0
61.87,153.97,0
60.931,154.43,0
59.989,154.89,0
59.042,155.34,0
58.092,155.79,0
57.139,156.22,0
56.181,156.65,0
55.221,157.08,0
54.257,157.49,0
53.289,157.9,0
52.318,158.3,0
51.344,158.7,0
50.366,159.09,0
49.386,159.47,0
48.402,159.84,0
47.415,160.21,0
46.425,160.57,0
45.432,160.92,0
44.437,161.27,0
43.438,161.6,0
42.437,161.94,0
41.433,162.26,0
40.426,162.58,0
39.417,162.89,0
38.405,163.19,0
37.391,163.48,0
36.374,163.77,0
35.355,164.05,0
34.334,164.32,0
33.31,164.59,0
32.285,164.84,0
31.257,165.1,0
30.227,165.34,0
29.195,165.57,0
28.161,165.8,0
27.126,166.02,0
26.088,166.24,0
25.049,166.44,0
24.008,166.64,0
22.965,166.83,0
21.921,167.01,0
20.875,167.19,0
19.828,167.36,0
18.779,167.52,0
17.73,167.67,0
16.678,167.82,0
15.626,167.95,0
14.572,168.08,0
13.518,168.21,0
12.462,168.32,0
11.405,168.43,0
10.348,168.53,0
9.2892,168.62,0
8.2299,168.71,0
7.1699,168.78,0
6.1092,168.85,0
5.0479,168.92,0
3.986,168.97,0
2.9236,169.02,0
1.8608,169.06,0
0.79761,169.09,0
-0.26591,169.11,0
-1.3297,169.13,0
-2.3937,169.14,0
-3.4578,169.14,0
-4.522,169.13,0
-5.5862,169.12,0
-6.6504,169.1,0
-7.7145,169.07,0
-8.7785,169.03,0
-9.8422,168.98,0
-10.906,168.93,0
-11.969,168.87,0
-13.032,168.81,0
-14.094,168.73,0
-15.156,168.65,0
-16.217,168.56,0
-17.278,168.46,0
-18.338,168.36,0
-19.397,168.24,0
-20.455,168.12,0
-21.513,168,0
-22.569,167.86,0
-23.625,167.72,0
-24.68,167.57,0
-25.733,167.41,0
