125.94,0,0
126.29,0.79428,0
126.63,1.593,0
126.97,2.396,0
127.3,3.2033,0
127.62,4.0147,0
127.94,4.8304,0
128.25,5.6501,0
128.56,6.4738,0
128.85,7.3015,0
129.14,8.1331,0
129.42,8.9685,0
129.7,9.8076,0
129.97,10.65,0
130.23,11.497,0
130.49,12.347,0
130.73,13.201,0
130.97,14.057,0
131.21,14.918,0
131.43,15.781,0
131.65,16.648,0
131.86,17.518,0
132.07,18.391,0
132.26,19.268,0
132.45,20.147,0
132.64,21.029,0
132.81,21.914,0
132.98,22.801,0
133.14,23.691,0
133.29,24.584,0
133.43,25.48,0
133.57,26.378,0
133.7,27.278,0
133.82,28.181,0
133.93,29.085,0
134.04,29.993,0
134.14,30.902,0
134.23,31.813,0
134.31,32.727,0
134.39,33.642,0
134.46,34.559,0
134.52,35.478,0
134.57,36.399,0
134.62,37.321,0
134.65,38.244,0
134.68,39.17,0
134.7,40.097,0
134.72,41.025,0
134.72,41.954,0
134.72,42.885,0
134.71,43.816,0
134.69,44.749,0
134.66,45.683,0
134.63,46.618,0
134.59,47.553,0
134.54,48.49,0
134.48,49.427,0
134.42,50.365,0
134.34,51.303,0
134.26,52.242,0
134.17,53.181,0
134.08,54.121,0
133.97,55.061,0
133.86,56.001,0
133.74,56.941,0
133.61,57.882,0
133.47,58.822,0
133.33,59.763,0
133.17,60.703,0
133.01,61.643,0
132.84,62.583,0
132.67,63.522,0
132.48,64.461,0
132.29,65.4,0
132.09,66.338,0
131.88,67.275,0
131.66,68.212,0
131.44,69.148,0
131.21,70.083,0
130.97,71.017,0
130.72,71.95,0
130.47,72.883,0
130.2,73.814,0
129.93,74.744,0
129.65,75.673,0
129.37,76.6,0
129.07,77.526,0
128.77,78.451,0
128.46,79.374,0
128.14,80.295,0
127.81,81.215,0
127.48,82.133,0
127.14,83.05,0
126.79,83.964,0
126.43,84.877,0
126.07,85.788,0
125.7,86.696,0
125.32,87.602,0
124.93,88.507,0
124.54,89.409,0
124.14,90.309,0
123.72,91.206,0
123.31,92.101,0
122.88,92.994,0
122.45,93.883,0
122.01,94.771,0
121.56,95.655,0
121.11,96.537,0
120.65,97.416,0
120.18,98.292,0
119.7,99.165,0
119.22,100.04,0
118.73,100.9,0
118.23,101.77,0
117.72,102.63,0
117.21,103.48,0
116.69,104.34,0
116.16,105.19,0
115.63,106.04,0
115.09,106.88,0
114.54,107.72,0
113.98,108.56,0
113.42,109.39,0
112.85,110.22,0
112.27,111.04,0
111.69,111.87,0
111.1,112.68,0
110.5,113.5,0
109.9,114.31,0
109.29,115.11,0
108.67,115.91,0
108.05,116.71,0
107.42,117.5,0
106.78,118.29,0
106.14,119.08,0
105.49,119.86,0
104.83,120.63,0
104.17,121.4,0
103.5,122.17,0
102.82,122.93,0
102.14,123.69,0
101.45,124.44,0
100.76,125.19,0
100.06,125.93,0
99.35,126.67,0
98.637,127.4,0
97.918,128.13,0
97.193,128.85,0
96.461,129.57,0
95.725,130.28,0
94.981,130.99,0
94.233,131.69,0
93.478,132.39,0
92.717,133.08,0
91.951,133.77,0
91.179,134.45,0
90.402,135.12,0
89.619,135.79,0
88.83,136.46,0
88.036,137.12,0
87.236,137.77,0
86.431,138.42,0
85.621,139.06,0
84.806,139.69,0
83.985,140.32,0
83.159,140.95,0
82.327,141.57,0
81.491,142.18,0
80.65,142.78,0
79.804,143.38,0
78.952,143.98,0
78.096,144.57,0
77.235,145.15,0
76.369,145.72,0
75.499,146.29,0
74.624,146.86,0
73.744,147.41,0
72.86,147.96,0
71.971,148.51,0
71.077,149.05,0
70.179,149.58,0
69.277,150.1,0
68.37,150.62,0
67.46,151.13,0
66.545,151.64,0
65.626,152.14,0
64.702,152.63,0
63.775,153.12,0
62.844,153.59,0
61.909,154.07,0
60.97,154.53,0
60.027,154.99,0
59.08,155.44,0
58.13,155.89,0
57.176,156.32,0
56.218,156.76,0
55.257,157.18,0
54.293,157.6,0
53.325,158.01,0
52.353,158.41,0
51.378,158.81,0
50.401,159.2,0
49.419,159.58,0
48.435,159.95,0
47.448,160.32,0
